89.248.171.23 - - [25/Jul/2023:07:00:57 +0200] "GET /api/users/profilePic?id=0 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/getAllNew HTTP/1.1" 200 3910 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=1 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=2 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /assets/performance_icon_100.png HTTP/1.1" 200 1050 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /assets/performance_icon_33.png HTTP/1.1" 200 1133 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=7 HTTP/1.1" 200 33060 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=9 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=14 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=13 HTTP/1.1" 200 11402 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=15 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=16 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=17 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=18 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=19 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=20 HTTP/1.1" 200 7913 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=24 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=22 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=26 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=27 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=33 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=28 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=31 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=34 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=36 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=38 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=40 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
89.248.171.23 - - [25/Jul/2023:07:00:58 +0200] "GET /api/users/profilePic?id=39 HTTP/1.1" 200 16809 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
94.102.63.27 - - [25/Jul/2023:07:01:10 +0200] "GET //assets/ifismpdashboard_32p.png HTTP/1.1" 200 1092 "http://194.94.127.54/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.0.0 Safari/537.36" "-"
213.109.202.66 - - [25/Jul/2023:07:48:46 +0200] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1" 200 7476 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
154.209.125.124 - - [25/Jul/2023:08:07:17 +0200] "GET / HTTP/1.1" 200 7476 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:47.0) Gecko/20100101 Firefox/47.0" "-"
213.109.202.66 - - [25/Jul/2023:08:11:36 +0200] "GET /?a=fetch&content=<php>die(@md5(HelloThinkCMF))</php> HTTP/1.1" 200 7476 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
31.7.60.114 - - [25/Jul/2023:08:18:55 +0200] "GET / HTTP/1.1" 200 7476 "http://194.94.127.54:80/left.html" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:77.0) Gecko/20100101 Firefox/77.0" "-"
51.254.59.113 - - [25/Jul/2023:08:23:32 +0200] "GET / HTTP/1.1" 200 7476 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36" "-"
198.235.24.53 - - [25/Jul/2023:08:27:10 +0200] "GET / HTTP/1.0" 200 7476 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com" "-"
104.248.115.55 - - [25/Jul/2023:08:29:44 +0200] "GET /1.php HTTP/1.1" 200 7476 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "-"
104.248.115.55 - - [25/Jul/2023:08:29:44 +0200] "GET /bundle.js HTTP/1.1" 404 571 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "-"
104.248.115.55 - - [25/Jul/2023:08:29:45 +0200] "GET /files/ HTTP/1.1" 200 7476 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36" "-"
159.223.63.21 - - [25/Jul/2023:08:38:05 +0200] "GET / HTTP/1.1" 200 7476 "-" "Linux Gnu (cow)" "-"
194.94.127.54 - - [25/Jul/2023:08:47:45 +0200] "POST /wp-cron.php?doing_wp_cron=1690267665.8097710609436035156250 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:08:47:46 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
10.0.36.82 - - [25/Jul/2023:08:47:46 +0200] "POST /wp-login.php HTTP/1.1" 302 5 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:08:49:22 +0200] "POST /wp-cron.php?doing_wp_cron=1690267762.7182691097259521484375 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:08:49:22 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:08:55:46 +0200] "POST /wp-cron.php?doing_wp_cron=1690268146.5102069377899169921875 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:08:55:46 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:08:56:15 +0200] "POST /wp-cron.php?doing_wp_cron=1690268175.3824079036712646484375 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:08:56:15 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:08:59:17 +0200] "POST /wp-cron.php?doing_wp_cron=1690268357.9563899040222167968750 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:08:59:18 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:01:20 +0200] "POST /wp-cron.php?doing_wp_cron=1690268480.8214600086212158203125 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:01:20 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
198.199.109.64 - - [25/Jul/2023:09:03:15 +0200] "GET / HTTP/1.1" 200 7476 "-" "Mozilla/5.0 zgrab/0.x" "-"
194.94.127.54 - - [25/Jul/2023:09:06:59 +0200] "POST /wp-cron.php?doing_wp_cron=1690268819.6054720878601074218750 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:06:59 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
178.128.17.193 - - [25/Jul/2023:09:07:05 +0200] "GET / HTTP/1.1" 200 7476 "-" "Linux Gnu (cow)" "-"
194.94.127.54 - - [25/Jul/2023:09:07:40 +0200] "POST /wp-cron.php?doing_wp_cron=1690268860.8549370765686035156250 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:07:41 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:08:25 +0200] "POST /wp-cron.php?doing_wp_cron=1690268905.0850579738616943359375 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:08:25 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:09:45 +0200] "POST /wp-cron.php?doing_wp_cron=1690268985.4302411079406738281250 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:09:45 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:11:02 +0200] "POST /wp-cron.php?doing_wp_cron=1690269062.2957251071929931640625 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:11:02 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:12:52 +0200] "POST /wp-cron.php?doing_wp_cron=1690269172.9189050197601318359375 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:12:53 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:13:06 +0200] "POST /wp-cron.php?doing_wp_cron=1690269186.9662361145019531250000 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:13:07 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:15:01 +0200] "POST /wp-cron.php?doing_wp_cron=1690269301.3858990669250488281250 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:15:01 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
109.237.98.226 - - [25/Jul/2023:09:27:17 +0200] "GET /.env HTTP/1.1" 200 7476 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36" "-"
109.237.98.226 - - [25/Jul/2023:09:27:17 +0200] "\x16\x03\x01\x01H\x01\x00\x01D\x03\x03S$\x07\xE56\xE63\x98\xA8\x85a\x05\x14\xCE\xA3W&54\x1B\xEA }?4\xDB{\xEF\x93\xCF2\xDE \x9CZ\x91\x146\x11\xEFl\x97j\x95P\xEC&\x1A\xDF\x0FK\x08\xD5\x13K\x80\xFBp3v\xD3\xB2i\x08]\x00b\x13\x02\x13\x03\x13\x01\xC0,\xC00\xC0+\xC0/\xCC\xA9\xCC\xA8\x00\xA3\x00\x9F\x00\xA2\x00\x9E\xCC\xAA\xC0\xAF\xC0\xAD\xC0$\xC0(\xC0" 400 173 "-" "-" "-"
109.237.98.226 - - [25/Jul/2023:09:27:17 +0200] "POST /.env HTTP/1.1" 405 575 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36" "-"
213.109.202.66 - - [25/Jul/2023:09:32:35 +0200] "GET /index.php?s=/Index/\x5Cthink\x5Capp/invokefunction&function=call_user_func_array&vars[0]=md5&vars[1][]=HelloThinkPHP21 HTTP/1.1" 200 7476 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36" "-"
194.94.127.54 - - [25/Jul/2023:09:33:51 +0200] "POST /wp-cron.php?doing_wp_cron=1690270431.9651579856872558593750 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:33:52 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:35:10 +0200] "POST /wp-cron.php?doing_wp_cron=1690270510.7270359992980957031250 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:35:10 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
10.0.36.82 - - [25/Jul/2023:09:35:46 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:36:58 +0200] "POST /wp-cron.php?doing_wp_cron=1690270618.0139360427856445312500 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:36:58 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:37:49 +0200] "POST /wp-cron.php?doing_wp_cron=1690270669.6787450313568115234375 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:37:49 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
194.94.127.54 - - [25/Jul/2023:09:38:06 +0200] "POST /wp-cron.php?doing_wp_cron=1690270686.5177431106567382812500 HTTP/1.1" 200 5 "-" "WordPress/6.2.2; http://test.it-sicherheit.de" "-"
10.0.36.82 - - [25/Jul/2023:09:38:06 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
10.0.36.82 - - [25/Jul/2023:09:38:19 +0200] "POST /wp-json/server_variables/custom-endpoint HTTP/1.1" 200 24 "-" "Apache-HttpClient/4.5.13 (Java/20)" "-"
